评论时间,IP,用户ID,昵称,评论,评分,lr_probabilities,nn_probabilities,combined_probabilities,sentiment
1443974400,未知,c67bae6d-651c-4441-bf48-bfcbf9864b06,138****5085,扎堆去的，登山时差不多十一点多，等待缆车的队伍好长好长，等待了好久……，总结：如果可能的话下午乘缆车登山那是相当的惬意了。山上景点多人多，也别有一番情趣。恰逢天气变化，山间云雾缭绕，细雨飘零，朦朦胧胧，给游览增加了别样的风情。期待再次游览，领略老君山另一种景致。,10,[1.87790066e-04 9.99812210e-01],[0.0029614 0.9970386],[0.00129723 0.99870278],1
1398182400,未知,t-dd9e50d4-9986-4f2e-a13b-027ec2a9ad98,136*****184,同程价格超值，取门票也方便。但售门票处交通组织不好，较混乱。山上风景不错。,10,[0.0306554 0.9693446],[0.01191133 0.98808867],[0.02315777 0.97684224],1
1399996800,未知,t-aa04a92b-7e32-4d97-af03-83bd6bcea132,180*****261,老君山实在太棒了。景色优美，当地的餐饮也非常便宜。最重要的是同程仅需一元就搞定了，我真的非常开心。感谢同程网，让我拥有一次净化心灵的旅程。,10,[6.23384877e-06 9.99993766e-01],[6.695986e-04 9.993304e-01],[2.71579747e-04 9.99728432e-01],1
1413561600,未知,t-7e63b2a3-4677-47c0-93b0-594be2966183,185*****980,风景很不错，上去的时候一定要做缆车，要不然爬山路累**了。缆车上去后上面的景色超级美，虽然很累但是值！值得一去！同程网赞一个！,10,[0.00347799 0.99652201],[0.00576937 0.9942306 ],[0.00439454 0.99560547],1
1396972800,未知,t-5248f923-04e2-4e22-a5b2-52b4c4631048,186*****869,取票很方便 景区售票还会提醒大家可以当场网上订票 立享优惠 取票还送扑克牌 景点和老君的关系都是后人修葺的 看看自然风光就好,10,[0.01164511 0.98835489],[0.07644618 0.9235538 ],[0.03756554 0.96243447],1
1398787200,未知,t-053f82a6-950f-4a42-a72d-50c2615dc709,136*****748,老君山太美了，说是花费四个亿打造的精品景区，绝对惊喜！在山顶看到了满天星斗，比我从小到大见过的都多，还有绚丽的日出，厚重的云海，云层仿佛就在脚下，犹如仙境一般！空气很清新，脱离了城市的喧嚣，是旅游的好地方！,10,[7.98109178e-06 9.99992019e-01],[0.00105637 0.9989436 ],[4.27337914e-04 9.99572680e-01],1
1373385600,未知,t-0b993790-b2c7-494f-ae4e-e2b953c922ac,186*****630,风景真不错，尤其是上到山顶后，云中栈道令人惊叹，云雾缭绕，云蒸霞蔚，如同仙境。就是索道太贵了，而且不坐索道还没法上山，要是以前的上山大巴也开通就好多了。,10,[0.01461073 0.98538927],[0.01306838 0.9869316 ],[0.01399379 0.98600621],1
1457193600,未知,7ce4923d-4ec1-4867-8d30-749d323a75ef,156****3203,"门票的优惠幅度够大，景区男士半价40,同程仅3.8.景区整体环境、管理都不错，就是这个季节没有绿色，没有水。还是夏秋季节去比较好看。",10,[0.07248352 0.92751648],[0.22043467 0.77956533],[0.13166398 0.86833603],1
1471968000,未知,7120bd6c-115f-4b5e-bbb5-a923640ae4eb,yjchy1,云雾缭绕景色优美，值得游玩！！！,10,[0.00123961 0.99876039],[0.00189918 0.9981008 ],[0.00150344 0.99849658],1
1409500800,未知,t-063fc4e5-5f8e-468e-8868-6de71f06865e,186*****206,景区很大，得一整天游玩，爬山上去不是很冷，一般不用防寒衣服，山上的景色太美了，早晨在山上就像置身云海，俯首远望，能看见美丽的县城，还有云海，都在你的脚下…,10,[6.04646253e-04 9.99395354e-01],[0.00645888 0.9935411 ],[0.00294634 0.99705365],1
1398182400,未知,t-0e5c662e-c4cf-466b-8c77-fcbb720b514f,136*****184,同程价格超值，取门票也方便。但售门票处交通组织不好，较混乱。山上风景不错。,10,[0.0306554 0.9693446],[0.01191133 0.98808867],[0.02315777 0.97684224],1
1412524800,未知,t-6cc39d23-535c-460b-b355-6d877575d8cd,133*****630,整体感觉不错，就是票务处离山底有点远，十月份天气刚好，适宜爬山，上去坐的索道，就是中天门那儿的台阶太多，上的我们一个个都累趴下了，最后没能爬到山顶，有点小遗憾，下山坚持走下来，用了四个小时，远啊，应该爬上去坐索道下来，大家可以借鉴借鉴,10,[0.00391213 0.99608787],[0.04954439 0.9504556 ],[0.02216503 0.97783496],1
1407340800,未知,t-df84ea07-425b-431a-a7ac-f8c5ed2d73c0,135*****898,真是不巧，游玩时栾川下起小雨了，而且雨水没有停下的意思，坐中灵索道到中天门，忽然雨如瓢泼，退回来稍息又上，上了若干级台阶终于不能坚持，返程。老君山一片云雾蒙蒙，坐索道仿佛悬在云端，走台阶四下一片模糊。下次再来吧，住农家院，看日出。,10,[0.08410267 0.91589733],[0.1472112 0.8527888],[0.10934608 0.89065393],1
1412524800,未知,t-78dd5de4-7ee0-4a30-a419-b5548e4b17ad,189*****015,老君山的景色真是太美了。可惜时间有限，门票两天能用我们只玩了一天。追梦谷和山上的十里画屏没去，太遗憾了，同程网订的通票超值。,10,[0.0101239 0.9898761],[0.02352268 0.9764773 ],[0.01548341 0.98451659],1
1490025600,未知,031fb782-bc6d-4a3f-ada7-6e7e9c851459,13327kbqsze,三月十五日和几个朋友相约一起去河南省栾川县游览5a级景区老君山。恰逢当晚哪里突降雨加雪，第二天早上县城已基本看不到雪了，但进入景区，展现在眼前的是白雪装饰过的世界，琼枝玉叶，粉装玉砌，浩然一色，真是无法用语言形容的画面。,10,[0.00196425 0.99803575],[0.00374627 0.9962537 ],[0.00267706 0.99732294],1
1424620800,未知,t-11c5d071-f1b9-4fd5-9fbe-24dbe490e42e,魔咒血魂,山顶没上去，不过舍身崖附近的景色特别美，特别有韵味。上山的时候是做了索道，下山沿着公路下来的，周围的山石树木积雪见证了我们两个小时十公里的路程，等到其他季节我还要来,10,[0.02349182 0.97650818],[0.03496659 0.9650334 ],[0.02808173 0.97191827],1
1437148800,未知,t-a62445fd-3557-45d2-9f47-384650c92067,135*****524,同程定票零等待，有专门的网络购票窗口，景色都在山顶，建议购买套票很划算。,10,[0.00128063 0.99871937],[0.05331051 0.9466895 ],[0.02209259 0.97790741],1
1471190400,未知,4641158c-1945-4c11-9ed8-9954fb18f4ce,6A08BA2FFA75B573,门票两天有效，老君山精华部分在老君山的十里画屏！可惜由于山上雾气太大了，整个都是白茫茫一片，什么都没看见！追梦谷和寨沟也就那么回事，有体力的朋友可以第一天老君山，第二天追梦谷和寨沟。不足的地方是，作为地质公园，老君山只有开辟了一点地方作地质科普，而寺庙等建筑却占了大部分！,10,[0.0032297 0.9967703],[0.0955441 0.9044559],[0.04015546 0.95984455],1
1407686400,未知,t-6ebc1629-fbe1-49af-a5a2-0111bd27731c,138*****096,整体下来感觉好累啊，早上八点多就开始了，先做了中灵索道上去，然后就徒步爬上了金顶，海拔两千多米。，道路有点不好走，总体来说还是挺好的，山里很凉快，那天太阳时隐时现，看到的山峰也是若隐若现，很漂亮，天气也不是很热，感觉不错,10,[0.17605342 0.82394658],[0.14515573 0.8548443 ],[0.16369434 0.83630567],1
1434816000,未知,t-6279ddba-8715-448d-9191-412a3f8f7511,15038yatpbe,很棒！和朋友带着孩子们去玩！取票很方便！山上好美好壮观！孩子们玩得很尽兴！下次有机会还回来！晚上在养子沟里边的荣华假日酒店住！环境很好，很干净！老板人很好赞一个！,10,[0.01502983 0.98497017],[0.02647305 0.97352695],[0.01960712 0.9803929 ],1
1413907200,未知,t-867e816f-f61d-4cf2-85d1-c50339b739e9,186*****221,很不错的地方，但是服务还是不到位，索道等的时间太长，一天有多半天就浪费在上下索道的排队等待上了，望景区以后能开通到山顶的专线大吧！,10,[0.01276584 0.98723416],[0.03688616 0.96311384],[0.02241397 0.97758603],1
1399824000,未知,t-1f4caa07-5de0-4912-9e81-c44d155ffe50,139*****498,去的哪天，爬山时，全都是雾，爸爸以为这次又和去峨嵋山一样，可是走着走天放晴了，雾散了，恰好是在十里画屏，能看到所有的景色，走过之后，雾又上来了，景色又全都看不见了，呵呵，老天算是对我们的一种恩赐吧！爸爸很庆幸！也很满足！,10,[0.11659769 0.88340231],[0.09608155 0.90391845],[0.10839124 0.89160877],1
1424707200,未知,t-51ddfd90-cf12-4366-984e-359bab18e901,mcjdesign,景色不错，值得点赞，通过同程一元游太值了！大自然的美景，不用任何言语描绘！非常值得，有机会会再去，适合3－5人自驾游！,10,[0.00152613 0.99847387],[0.0023827 0.9976173],[0.00186876 0.99813125],1
1462032000,未知,a180e591-a6ed-4922-b84d-13845a84fc3e,152****5976,我们在网上买的票，老君山的人告诉我们，进门口可以取票，结果我们取票的时候说不可以取！我们又坐车到下面取的票。。浪费了我们很多时间。。。两点多到的，五点多才爬上山。。山上到处都没有路标。。彻底无语了，有空可别去老君山，不值得一看。,3,[0.69476225 0.30523775],[0.6929767  0.30702326],[0.69404804 0.30595195],-1
1481385600,未知,c98d2980-f671-4c43-b155-d2da948492c9,上杉9906,雪后老君山，十分漂亮,10,[0.0063823 0.9936177],[0.02052808 0.9794719 ],[0.01204061 0.9879594 ],1
1439913600,未知,32ad89f7-a82a-485f-ac54-89b50229f057,136****7197,坐中灵去索道上去的，要不太累，景色很美，可惜只是一瞬间，因为天雨，到了山顶，眼前一片白茫茫，什么也不到，留下深深的遗憾而去，还要再来一次，一睹云海美景。,10,[1.49535218e-04 9.99850465e-01],[0.00493461 0.9950654 ],[0.00206356 0.99793645],1
1406995200,未知,t-65ee1362-71a9-4ec7-b416-9ece09a4f329,153*****080,在同程网订的票，确实便宜，老君山景色漂亮，巍峨壮观，景色宜人，空气好，是个避暑的好去处，我们是七夕情人节去的，山顶还举办着活动，登上山顶，好壮观,10,[0.00182445 0.99817555],[0.01263869 0.9873613 ],[0.00615014 0.99384985],1
1445529600,未知,77ff3ae6-7b96-4a04-a93d-8c5c0687e9e1,136****8657,错峰出行使得此次旅行尽情包揽老君山十里画屏美丽画面，道教圣地的探知。享受着同程的服务，那叫一个美。赞一个。,10,[9.13525249e-06 9.99990865e-01],[5.4067373e-04 9.9945933e-01],[2.21750653e-04 9.99778249e-01],1
1367424000,未知,t-ac644f97-2012-45cc-a0ae-98b79133d4f4,136*****196,老君山的山应该属于巍峨险峻的吧，山顶植被不是很好，但是很高，做两次索道才能爬到顶，山顶上在建大的群体建筑，另外还有别的小峰没体力去了。总体说除了爬山，烧香，风景的话算不上好。,10,[0.02476235 0.97523765],[0.10856712 0.8914329 ],[0.05828426 0.94171576],1
1412524800,未知,t-e6a82328-ea49-4691-b240-2714f9e6082d,189*****371,不错的景区，景色美，服务好。还发放饮用水和红牛。,10,[0.00357059 0.99642941],[0.00548381 0.9945162 ],[0.00433587 0.99566414],1
1439827200,未知,46a3bfc5-b3d8-49bd-ac73-78a1dceec3fb,138****5661,老君山风景秀美，山高林密，气势磅礴，索道车性能先进，安全可靠，工作人员服务热情亲切，值得一游。,10,[0.0047415 0.9952585],[0.00190216 0.99809784],[0.00360576 0.99639425],1
1431100800,未知,t-01a63dc0-1f40-41a0-91ff-843fa198b9f0,DAA06D76E4AA732C,风景如画，赏心悦目，5a级景区端的是名不虚传。八百里伏牛层峦叠嶂，郁郁葱葱，金顶异彩，实乃道家圣地。十里画屏，令人称奇，值得再来。,10,[1.66995989e-04 9.99833004e-01],[0.00365943 0.9963406 ],[0.00156397 0.99843604],1
1408291200,未知,t-0bb80055-06ad-4e0d-962b-429a9892bd2e,156*****709,还不错，景点专门有同程网服务人员，很周到，只是后悔没买158的含来回索道的通票了,10,[0.00133482 0.99866518],[0.00574666 0.99425334],[0.00309955 0.99690046],1
1446393600,未知,690955b1-c38f-45a5-8ec4-75d59295c060,176****8138,辛苦并快乐着，雪景很漂亮。看图,10,[2.30455442e-05 9.99976954e-01],[0.00205928 0.9979407 ],[8.37539710e-04 9.99162472e-01],1
1473264000,未知,940508bb-8dd0-40cb-aaa8-490ccf1db18e,同程会员_4453644E9CE,同程购票特别方便，老君山前些年来过，这次又来了，设施什么的比以前更完善了，景色真的很不错，打算在山里面多住几天，栾川不仅景好，栾川人民也很纯朴，祝我们旅行愉快咯,10,[2.45250779e-04 9.99754749e-01],[0.00552505 0.99447495],[0.00235717 0.99764283],1
1398960000,未知,t-ff2a0a06-427f-4fff-8b3c-899b9d9f5982,182*****395,此次游玩，到景区取票很是方便，很是省时间，行程安排的合理使得网购票的方式很是随心,10,[0.03801878 0.96198122],[0.01724511 0.9827549 ],[0.02970931 0.97029069],1
1425744000,未知,t-785d07c7-71e2-4320-a3cc-31418bb4136e,70A9247F8A702F1A,很值得来，尤其是到了春暖花开时，满山的绿色，再加上山顶云雾潦绕，重鸾叠帐，心情格外好。适合一家人来玩,10,[3.25733639e-04 9.99674266e-01],[0.00583339 0.9941666 ],[0.0025288  0.99747122],1
1412438400,未知,t-10ba7945-4c53-45d4-bb25-f2458edeb9a9,158*****860,整体感觉还不错，因为是带着老人去的，基本上所到之处都会得到工作人员的帮助。虽然有一些小插曲和不和谐问题，但都很快得到解决。我还是给好评的。,10,[0.00156637 0.99843363],[0.05756515 0.94243485],[0.02396588 0.97603413],1
1471363200,未知,a6dce729-38bb-4506-b918-5d2cc9a1c8a3,9C9D88864BB03355,绝对是不虚此行，景色堪比张家界。建议两段索道（中灵索道和峰林索道）都乘坐，最美的风光在高处。,10,[0.00110811 0.99889189],[0.0030542 0.9969458],[0.00188655 0.99811345],1
1471363200,未知,55bdf5bb-79bd-4009-8dc9-464d394a5453,9C9D88864BB03355,绝对是不虚此行，景色堪比张家界。建议两段索道（中灵索道和峰林索道）都乘坐，最美的风光在高处。,10,[0.00110811 0.99889189],[0.0030542 0.9969458],[0.00188655 0.99811345],1
1412438400,未知,t-b3e63bae-9770-48bf-b7ae-430f667fc9fa,152*****815,同程旅游货真价实，老君山是河南上档次的山川自然景点。人文和自然完美结合，值得一游，尤其适合老人孩子，索道很方便。,10,[4.40875466e-04 9.99559125e-01],[0.00649405 0.99350595],[0.00286214 0.99713785],1
1380384000,未知,t-597f9d62-8621-41e9-9b0c-7f8f921c5eed,155*****183,索道好，风景好。就是去的早了，山顶的金殿没有俊工。索道和门票的价格有点高，不过我还会再去的。,10,[0.00113796 0.99886204],[0.00895232 0.9910477 ],[0.00426371 0.9957363 ],1
1443801600,未知,0fb8952a-259f-4198-8f0b-93be471f57b8,189****6512,实在是不走运天下起雨了。12点左右去的，在中灵索道站排了一小时队，到中天门就开始下雨，越下越大，台阶太陡，爬了二十分钟不到就决定下山了。下山索道又排了半个多小时队.....,6,[0.9915668 0.0084332],[0.79226416 0.20773585],[0.91184576 0.08815426],-1
1373472000,未知,t-df338f7d-0810-4bfb-9b86-9e4b0db9fc5b,136*****053,目前还有部分庙宇在修建中，去老君山一定要去栈道看看石林景区，那里是缩小的盆景哦。目前该景区张姓游客免门票的。,10,[0.10802532 0.89197468],[0.03971261 0.9602874 ],[0.08070024 0.91929976],1
1401033600,未知,t-417844f4-f644-4aaa-ab60-42938fc6ef92,136*****300,很美，第三次来了。前两次都是下雨没有尽兴。这次看天气预报一直都是晴天，谁知天阴的很重，山上风很很冷，还是没有尽兴。同程订票很方便，景区取票也很方便。,10,[0.00236721 0.99763279],[0.0376333 0.9623667],[0.01647364 0.98352635],1
1457280000,未知,163651d1-b1cb-4491-b8b7-3896953223b9,136****8392,很满意，登山也尽兴，累却快乐！下山到峰索道时突然下起了大雪，景色很壮观，值得一来，交通也方便,10,[1.28059188e-04 9.99871941e-01],[0.00226825 0.99773175],[9.84137416e-04 9.99015869e-01],1
1406736000,未知,t-7ba22598-2174-4133-9fd9-65262977ef51,150*****203,整体感觉非常不错的，坐索道上去再自己爬半截山很有感觉，重要的是山顶非常漂亮，两个索道之间的山路很美。追梦谷也可以就是这段时间天旱，瀑布小了点！但是整体真不错值得一游！,10,[9.07040141e-04 9.99092960e-01],[0.00614244 0.99385756],[0.0030012  0.99699882],1
1444924800,未知,68ba8fef-fab9-4eac-89b1-d9b1de75225b,187****4501,山里的景很美，尤其是十里画屏，很壮观，不愧是5a景区，玩了一天，还有很多地方没去，希望下次有机会再去！,10,[0.00126042 0.99873958],[0.00365102 0.996349  ],[0.00221666 0.99778335],1
1470844800,未知,c1dbd9a8-2667-4780-8dab-514f4a3c5b21,64451463DB438A2B,非常好，就是时间太紧，只登了老君山，门票2日有效，登记后第二天可以再进，推荐住景区农家院，2日游。,10,[0.01504656 0.98495344],[0.05397171 0.9460283 ],[0.03061662 0.96938339],1
1399824000,未知,t-b2f2c499-d008-4203-a249-d5b98f1434d1,186*****250,很赞。软件很好用，而且绝对能用～很是划算的，就是里面的设施，比如说索道太贵了，如果同程上也能有类似的便宜门票就好了，感觉很赞～～,10,[0.00691732 0.99308268],[0.01046932 0.9895307 ],[0.00833812 0.99166188],1
1471363200,未知,a6dce729-38bb-4506-b918-5d2cc9a1c8a3,9C9D88864BB03355,绝对是不虚此行，景色堪比张家界。建议两段索道（中灵索道和峰林索道）都乘坐，最美的风光在高处。,10,[0.00110811 0.99889189],[0.0030542 0.9969458],[0.00188655 0.99811345],1
1380384000,未知,t-597f9d62-8621-41e9-9b0c-7f8f921c5eed,155*****183,索道好，风景好。就是去的早了，山顶的金殿没有俊工。索道和门票的价格有点高，不过我还会再去的。,10,[0.00113796 0.99886204],[0.00895232 0.9910477 ],[0.00426371 0.9957363 ],1
1412438400,未知,t-b3e63bae-9770-48bf-b7ae-430f667fc9fa,152*****815,同程旅游货真价实，老君山是河南上档次的山川自然景点。人文和自然完美结合，值得一游，尤其适合老人孩子，索道很方便。,10,[4.40875466e-04 9.99559125e-01],[0.00649405 0.99350595],[0.00286214 0.99713785],1
1471363200,未知,55bdf5bb-79bd-4009-8dc9-464d394a5453,9C9D88864BB03355,绝对是不虚此行，景色堪比张家界。建议两段索道（中灵索道和峰林索道）都乘坐，最美的风光在高处。,10,[0.00110811 0.99889189],[0.0030542 0.9969458],[0.00188655 0.99811345],1
1450022400,未知,922c6e7f-de2c-46e7-ab5c-8703b625391d,138****0017,感谢同程，拿票方便。冬天雾淞真漂亮！,10,[0.00301973 0.99698027],[0.01887292 0.9811271 ],[0.00936101 0.990639  ],1
1408032000,未知,t-a7fce357-ee02-4c42-b0ca-3e4b09d8c3ef,136*****792,山高，林密，水清，追梦谷上山，山坡较缓，在山谷里行走时不时有溪水嬉水的地方，山中树木较多似氧吧，但总程较远，带8岁孩子登上山顶，是对意志煅炼的好地方。,10,[5.59705278e-05 9.99944029e-01],[0.00202221 0.9979778 ],[8.42465018e-04 9.99157529e-01],1
1404489600,未知,t-c8b6e617-faab-4520-bde2-c9a871cd694e,158*****999,玩的非常开心，我们九人一行上的山，还走散了一会，出了场闹剧，太开心了，现在正是来这里玩的时候，风景优美！天气凉爽！到山顶云在脚下的感觉。,10,[2.90677204e-04 9.99709323e-01],[0.00293785 0.99706215],[0.00134955 0.99865046],1
1405872000,未知,t-f1ec2e75-6b5c-4ab1-980b-937874717627,136*****646,风景很美，值得一去！雨天阴天去更好，可以看到满山的云海，金顶也很漂亮！票是通票，可以游玩两天！,10,[0.06293071 0.93706929],[0.00932193 0.9906781 ],[0.0414872 0.9585128],1
1405267200,未知,t-5b6596f8-d41a-4222-b1e8-ec54df00ecf1,158*****442,整体还不错的    就是刚上山没一会儿下雨又下冰雹的真的很冷    不过雨后的风景真的挺不错    还有就是买的双程缆车结果因为天气停运了    下来走下来带着孩子很累,10,[2.10932327e-04 9.99789068e-01],[0.00732678 0.9926732 ],[0.00305727 0.99694275],1
1470585600,未知,200ff89d-655c-43ff-80b1-f17e8c525d05,ziyue0402,买的套票，索道上山后开始打雷，索道就停了。后来雨停了才开始上山。山下的住宿环境不错。值得游玩,10,[0.10967394 0.89032606],[0.11064851 0.8893515 ],[0.11006377 0.88993625],1
1412438400,未知,t-e679fced-2bc8-4932-9ef8-e419ef5fdf1b,138*****054,玩的很爽，建议第一天去追梦谷，追梦谷里面的景色也很好玩，晚上宿在追梦谷，便宜，第二天游老君山，索道上，整体不错,10,[0.0306471 0.9693529],[0.04793614 0.95206386],[0.03756272 0.96243729],1
1408204800,未知,t-7a5433b0-324f-4892-9fbc-6f7b735dbcce,138*****559,还行，景色很好，从山下到山顶需乘两次缆车，分别收费太贵了。,6,[0.00192349 0.99807651],[0.00785077 0.99214923],[0.0042944  0.99570561],1
1428336000,未知,t-3838ce06-bd48-4dab-8587-9275003f96b0,366C9C91057A0AE9,4月5日去的，虽然下着雨，雾很大，建议带着小孩子的游客在追梦谷景区多玩会，爬山真的很累。上山时听说山顶下雪了，结果等我们爬到山顶时，雨雪都停了，有些遗憾，觉得更适合夏天来玩。,10,[0.09960305 0.90039695],[0.08489633 0.9151037 ],[0.09372036 0.90627965],1
1472227200,未知,1d07b472-bc5a-48d2-b732-c639d675841b,618AC6BFE054089E,非常好，取票方便，离县城很近，吃喝住都方便，也便宜，同程服务也好，很满意，以后出行还选同程,10,[9.02992069e-04 9.99097008e-01],[0.0012657 0.9987343],[0.00104808 0.99895193],1
1464364800,未知,17a0f6e6-799d-45e7-ae4b-2f700f62277f,157****9666,"老君山非常值得一去～太美了～同程旅游网非常好～下订单后到景区直接交钱取票,方便实惠！",10,[0.00194249 0.99805751],[0.01385581 0.9861442 ],[0.00670782 0.99329217],1
1470844800,未知,f7746647-31a6-4a4e-9014-ddd85756117a,81AB8E354CB8D626,8月8号晚上订的72元的票，8月9日早上就变成60元了，很亏啊。不过景色优美，唯一遗憾的是天一直下雨，没有看到云海，云里雾里的，山一直看不清。,10,[0.05993007 0.94006993],[0.11271358 0.8872864 ],[0.08104347 0.91895654],1
1399219200,未知,t-fda72f16-cb4c-4155-84a0-c32d5b37f8b4,133*****071,玩的好美，山好水好人好。景区管理不乱，治安较好，没有宰客拉客行为。高,10,[0.01130378 0.98869622],[0.012128 0.987872],[0.01163346 0.98836655],1
1493654400,未知,ee72e36d-0521-485c-98cf-bad757afb343,EFB2663F68EB4498,取票方便，五一去的人不算太多，景色可以，中灵索道建议乘坐，路程太长，唯一遗憾伏牛山主峰处有太多小虫。,10,[0.01359649 0.98640351],[0.09131229 0.9086877 ],[0.04468281 0.95531719],1
1462464000,未知,20ef66fc-094e-4390-91a1-8c6fbc21f814,152****1966,不会再去了！门票当地价是80，最美的十里画屏需要做索道才能上去，索道价格是100元，感觉老君山集团没有诚意，有二次收费之嫌。,3,[0.31642865 0.68357135],[0.47413874 0.52586126],[0.37951269 0.62048732],1
1449072000,未知,48c1de7d-a78a-4495-a5f9-2e4fde4d1059,185****0095,好很不错 和群一起去的 满山的雾很仙,10,[0.02486887 0.97513113],[0.06477928 0.9352207 ],[0.04083304 0.95916697],1
1478793600,未知,c724bfb0-6a64-4c36-8999-741ae096cf72,C74C6EE9A47B6BC1,去的时候赶上雾中老君山！犹如仙境一般。不错好极了！,10,[0.01471221 0.98528779],[0.02319944 0.97680056],[0.0181071  0.98189289],1
1440172800,未知,e5440688-e527-43b6-83b6-2f4321d738e8,135****8776,跟家人一起去得，景很美，尤其是十里画屏！值得一去。同程换票很方便，不错。,10,[7.62382442e-04 9.99237618e-01],[0.00334913 0.9966509 ],[0.00179708 0.99820293],1
1412611200,未知,t-8e9d62f0-3019-497a-adb2-cb7a65fe9af6,133*****499,为了让游客坐索通关闭上山公路，不地道。景色很美，云山雾海，刀削斧劈的山石让人震撼,10,[0.06799094 0.93200906],[0.10700172 0.8929983 ],[0.08359525 0.91640475],1
1408291200,未知,t-1f704307-0777-4752-9194-dd495ee542b8,139*****192,景区管理很好，非常干净，景色很漂亮。非常值得游玩！工作人员服务态度也很好！,10,[0.00139789 0.99860211],[0.00234848 0.9976515 ],[0.00177813 0.99822187],1
1478793600,未知,f1d18624-1687-4bca-b156-442742e308c3,C74C6EE9A47B6BC1,去的时候赶上雾中老君山！犹如仙境一般。不错好极了！,10,[0.01471221 0.98528779],[0.02319944 0.97680056],[0.0181071  0.98189289],1
1407254400,未知,t-03ce09d5-0e52-40e8-91c6-b7b5e8a9b636,187*****610,很不错的景区，有专门的网购票验证窗口，景区服务人员也很耐心，同程优惠不少，一次满意的旅程。,10,[0.00105167 0.99894833],[0.00258601 0.997414  ],[0.00166541 0.99833459],1
1380988800,未知,t-18729bf4-566c-4770-83b3-7ddcce0cd802,186*****172,取票方便！支持优惠票在网上购买、所有景点都这样就好！,10,[0.00216253 0.99783747],[0.0535962 0.9464038],[0.022736   0.97726401],1
1448985600,未知,588fba99-8216-42e4-8b3a-2c53445654be,155****3050,非常壮观有机会还要再去,10,[1.26942231e-04 9.99873058e-01],[0.00975323 0.9902468 ],[0.00397746 0.99602254],1
1408809600,未知,t-a1903246-6c36-46c3-9829-d35c3b84c34a,139*****127,非常值得去，气势磅礴，景致幽美，空气清新，在山顶如同置身仙境。建议是河南人的都去看看。,10,[0.00148374 0.99851626],[0.00331205 0.99668795],[0.00221506 0.99778493],1
1451664000,未知,94c8734f-13d0-45a1-b3dc-f37347787e00,同程会员_2F274BA705D,此次到老君山还不错，看到了蓝天白云。,6,[2.47358979e-04 9.99752641e-01],[0.00591916 0.99408084],[0.00251608 0.99748392],1
1475337600,未知,82810f5b-ca20-49da-9f3a-92a132125e11,BA929F9F21319585,去的比较早，人不多，索道加步行爬到最高峰，风景美，空气好，就是时间紧只玩了一天，遗憾。,10,[0.03729695 0.96270305],[0.04976815 0.95023185],[0.04228543 0.95771457],1
1475769600,未知,38933e27-5869-4fad-8dcf-3587f1b0bcdc,09EC1BC7D30A5C92,我去了这么多景区，我觉得老君山管理比较好，不足的是山上工作人员少了，并且路标指示标志少而不清,10,[0.00279146 0.99720854],[0.07787704 0.92212296],[0.03282569 0.96717431],1
1410278400,未知,t-814196a6-ce7f-487a-aa57-292ef442133e,139*****801,海拔不是一般的高，环境好，服务好 。缆车🚠总体花了近千块 不过感觉值得 因为很爽,10,[7.58140693e-04 9.99241859e-01],[0.00516844 0.99483156],[0.00252226 0.99747773],1
1398614400,未知,t-a585e83e-cf92-479d-871d-aae2708af608,189*****180,风景很好 指示牌不太明显 上错方向了 应该先爬山的 最好两天 一天有点伤腿 不过游客中心服务很好 解释的很到位,10,[0.01674099 0.98325901],[0.04809088 0.9519091 ],[0.02928095 0.97071905],1
1439654400,未知,c441e253-2f6e-4de6-8b3c-95451b904880,185****4020,景点很美，我们开车过去的，走到中灵索道那里，坐索道上到半山腰，然后走路上去，玻璃观景台很不错，很满意的一次旅行！,10,[0.00178466 0.99821534],[0.00225759 0.9977424 ],[0.00197383 0.99802617],1
1407772800,未知,t-b6db1467-2989-4558-80e3-75703ffa9cc3,189*****115,整体感觉很不错的，但是要加强景区秩序的管理，索道排队太挤，大家要合理安排时间！,10,[0.01734544 0.98265456],[0.07741803 0.922582  ],[0.04137447 0.95862554],1
1401638400,未知,t-b35226dd-ef42-4e5d-ae1b-07e5f4facc3e,151*****368,老君山景色非常好，交通也很方便，周边配套也比较完善，值得一去。,10,[0.00175497 0.99824503],[9.5397234e-04 9.9904603e-01],[0.00143457 0.99856543],1
1446566400,未知,7c8614ed-5010-47cb-bd9a-ba4b59c7aa31,136****7662,很不错，就是有点冷。,10,[9.80690940e-04 9.99019309e-01],[0.01920068 0.9807993 ],[0.00826869 0.99173132],1
1449936000,未知,11e8c6d9-f581-49eb-9a18-e1e5205b60b7,156****2765,同程一元很实惠，山上雪景真心不错。,10,[3.50670959e-04 9.99649329e-01],[0.0037052 0.9962948],[0.00169248 0.99830753],1
1440691200,未知,7d34c94f-9b34-43fe-a812-0e0e0f530fa3,135****6972,不虚此行，国家aaaaa级景区，十里画屏，风景如画，行走在悬崖峭壁之上，穿行雾海云层之间，观金顶，拜老君，感觉很好,10,[1.36923171e-04 9.99863077e-01],[0.00268739 0.9973126 ],[0.00115711 0.99884288],1
